Full Complaint ID,Complaint Year Number,Month Number,Record Create Date,Complaint Precinct Code,Patrol Borough Name,County,Law Code Category Description,Offense Description,PD Code Description,Bias Motive Description,Offense Category,Other Motive Description,Arrest Date,Arrest Id
2.02E+14,2020,2,2/10/2020,25,PATROL BORO MAN NORTH,NEW YORK,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",ANTI-BLACK,Race/Color,,,
2.02E+14,2020,9,9/24/2020,25,PATROL BORO MAN NORTH,NEW YORK,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"MISCHIEF, CRIMINAL 4, OF MOTOR",ANTI-JEWISH,Religion/Religious Practice,,,
2.02E+14,2020,1,1/20/2020,26,PATROL BORO MAN NORTH,NEW YORK,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-BLACK,Race/Color,,,
2.02E+14,2020,3,9/6/2020,26,PATROL BORO MAN NORTH,NEW YORK,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,,,
2.02E+14,2020,2,2/11/2020,28,PATROL BORO MAN NORTH,NEW YORK,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,ANTI-MALE HOMOSEXUAL(GAY),Sexual Orientation,,,
2.02E+14,2020,7,7/9/2020,30,PATROL BORO MAN NORTH,NEW YORK,FELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-TRANSGENDER,Gender,,,
2.02E+14,2020,2,2/12/2020,32,PATROL BORO MAN NORTH,NEW YORK,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",ANTI-JEWISH,Religion/Religious Practice,,,
2.02E+14,2020,12,1/9/2020,34,PATROL BORO MAN NORTH,NEW YORK,MISDEMEANOR,PETIT LARCENY,"LARCENY,PETIT FROM BUILDING,UNATTENDED, PACKAGE THEFT INSIDE",ANTI-CATHOLIC,Religion/Religious Practice,,,
2.02E+14,2020,1,1/11/2020,34,PATROL BORO MAN NORTH,NEW YORK,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-CATHOLIC,Religion/Religious Practice,,,
2.02E+14,2020,2,2/3/2020,34,PATROL BORO MAN NORTH,NEW YORK,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,,,
2.02E+14,2020,8,8/1/2020,34,PATROL BORO MAN NORTH,NEW YORK,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF 4TH, GRAFFIT",ANTI-BLACK,Race/Color,,,
2.02E+14,2020,1,1/31/2020,40,PATROL BORO BRONX,BRONX,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF 4TH, GRAFFIT",ANTI-BLACK,Race/Color,,,
2.02E+14,2020,2,2/7/2020,40,PATROL BORO BRONX,BRONX,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF 4TH, GRAFFIT",ANTI-BLACK,Race/Color,,,
2.02E+14,2020,3,3/2/2020,40,PATROL BORO BRONX,BRONX,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-FEMALE HOMOSEXUAL(GAY),Sexual Orientation,,,
2.02E+14,2020,2,2/26/2020,44,PATROL BORO BRONX,BRONX,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,"MENACING,UNCLASSIFIED",ANTI-MALE HOMOSEXUAL(GAY),Sexual Orientation,,,
2.02E+14,2020,4,4/25/2020,44,PATROL BORO BRONX,BRONX,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,,,
2.02E+14,2020,9,9/1/2020,44,PATROL BORO BRONX,BRONX,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,,,
2.02E+14,2020,6,6/18/2020,45,PATROL BORO BRONX,BRONX,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,,,
2.02E+14,2020,7,7/18/2020,45,PATROL BORO BRONX,BRONX,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,ANTI-BLACK,Race/Color,,,
2.02E+14,2020,12,1/26/2020,50,PATROL BORO BRONX,BRONX,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,,,
2.02E+14,2020,9,9/18/2020,52,PATROL BORO BRONX,BRONX,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF 4TH, GRAFFIT",ANTI-LGBT(MIXED GROUP),Sexual Orientation,,,
2.02E+14,2020,9,9/18/2020,52,PATROL BORO BRONX,BRONX,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF 4TH, GRAFFIT",ANTI-LGBT(MIXED GROUP),Sexual Orientation,,,
2.02E+14,2020,9,9/18/2020,52,PATROL BORO BRONX,BRONX,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF 4TH, GRAFFIT",ANTI-LGBT(MIXED GROUP),Sexual Orientation,,,
2.02E+14,2020,9,9/18/2020,52,PATROL BORO BRONX,BRONX,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF 4TH, GRAFFIT",ANTI-LGBT(MIXED GROUP),Sexual Orientation,,,
2.02E+14,2020,1,1/10/2020,60,PATROL BORO BKLYN SOUTH,KINGS,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,ANTI-JEWISH,Religion/Religious Practice,,,
2.02E+14,2020,2,2/6/2020,60,PATROL BORO BKLYN SOUTH,KINGS,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF 4TH, GRAFFIT",ANTI-JEWISH,Religion/Religious Practice,,,
2.02E+14,2020,2,2/8/2020,60,PATROL BORO BKLYN SOUTH,KINGS,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,,,
2.02E+14,2020,3,3/6/2020,60,PATROL BORO BKLYN SOUTH,KINGS,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF 4TH, GRAFFIT",ANTI-JEWISH,Religion/Religious Practice,,,
2.02E+14,2020,8,8/9/2020,60,PATROL BORO BKLYN SOUTH,KINGS,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-MALE HOMOSEXUAL(GAY),Sexual Orientation,,,
2.02E+14,2020,2,3/4/2020,63,PATROL BORO BKLYN SOUTH,KINGS,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,,,
2.02E+14,2020,8,8/4/2020,63,PATROL BORO BKLYN SOUTH,KINGS,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,ANTI-WHITE,Race/Color,,,
2.02E+14,2020,2,2/26/2020,66,PATROL BORO BKLYN SOUTH,KINGS,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,,,
2.02E+14,2020,5,5/8/2020,66,PATROL BORO BKLYN SOUTH,KINGS,FELONY,CRIMINAL MISCHIEF & RELATED OF,CRIMINAL MIS 2 & 3,ANTI-CATHOLIC,Religion/Religious Practice,,,
2.02E+14,2020,8,8/16/2020,66,PATROL BORO BKLYN SOUTH,KINGS,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,,,
2.02E+14,2020,7,7/7/2020,68,PATROL BORO BKLYN SOUTH,KINGS,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-RELIGIOUS PRACTICE GENERALLY,Religion/Religious Practice,,,
2.02E+14,2020,2,2/6/2020,70,PATROL BORO BKLYN SOUTH,KINGS,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,,,
2.02E+14,2020,12,2/24/2020,70,PATROL BORO BKLYN SOUTH,KINGS,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,,,
2.02E+14,2020,2,2/26/2020,70,PATROL BORO BKLYN SOUTH,KINGS,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",ANTI-JEWISH,Religion/Religious Practice,,,
2.02E+14,2020,4,4/30/2020,70,PATROL BORO BKLYN SOUTH,KINGS,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,,,
2.02E+14,2020,5,5/26/2020,70,PATROL BORO BKLYN SOUTH,KINGS,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,,,
2.02E+14,2020,7,7/11/2020,70,PATROL BORO BKLYN SOUTH,KINGS,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-JEWISH,Religion/Religious Practice,,,
2.02E+14,2020,7,7/17/2020,70,PATROL BORO BKLYN SOUTH,KINGS,FELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-JEWISH,Religion/Religious Practice,,,
2.02E+14,2020,8,8/10/2020,70,PATROL BORO BKLYN SOUTH,KINGS,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,,,
2.02E+14,2020,1,2/4/2020,71,PATROL BORO BKLYN SOUTH,KINGS,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-MALE HOMOSEXUAL(GAY),Sexual Orientation,,,
2.02E+14,2020,7,7/14/2020,71,PATROL BORO BKLYN SOUTH,KINGS,FELONY,MISCELLANEOUS PENAL LAW,MAKING TERRORISTIC THREAT,ANTI-JEWISH,Religion/Religious Practice,,,
2.02E+14,2020,11,1/22/2020,72,PATROL BORO BKLYN SOUTH,KINGS,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,,,
2.02E+14,2020,3,3/7/2020,72,PATROL BORO BKLYN SOUTH,KINGS,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,,,
2.02E+14,2020,8,8/13/2020,72,PATROL BORO BKLYN SOUTH,KINGS,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",ANTI-BLACK,Race/Color,,,
2.02E+14,2020,2,2/25/2020,73,PATROL BORO BKLYN NORTH,KINGS,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,,,
2.02E+14,2020,3,3/23/2020,73,PATROL BORO BKLYN NORTH,KINGS,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,,,
2.02E+14,2020,3,3/24/2020,75,PATROL BORO BKLYN NORTH,KINGS,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-ISLAMIC(MUSLIM),Religion/Religious Practice,,,
2.02E+14,2020,8,8/18/2020,75,PATROL BORO BKLYN NORTH,KINGS,FELONY,GRAND LARCENY,"LARCENY,GRAND FROM PERSON,UNCL",ANTI-JEWISH,Religion/Religious Practice,,,
2.02E+14,2020,7,7/8/2020,76,PATROL BORO BKLYN SOUTH,KINGS,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF 4TH, GRAFFIT",ANTI-BLACK,Race/Color,,,
2.02E+14,2020,4,4/22/2020,77,PATROL BORO BKLYN NORTH,KINGS,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF 4TH, GRAFFIT",ANTI-WHITE,Race/Color,,,
2.02E+14,2020,4,4/22/2020,77,PATROL BORO BKLYN NORTH,KINGS,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF 4TH, GRAFFIT",ANTI-WHITE,Race/Color,,,
2.02E+14,2020,1,1/6/2020,78,PATROL BORO BKLYN SOUTH,KINGS,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF 4TH, GRAFFIT",ANTI-JEWISH,Religion/Religious Practice,,,
2.02E+14,2020,1,1/17/2020,79,PATROL BORO BKLYN NORTH,KINGS,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,ANTI-JEWISH,Religion/Religious Practice,,,
2.02E+14,2020,7,7/23/2020,79,PATROL BORO BKLYN NORTH,KINGS,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,ANTI-JEWISH,Religion/Religious Practice,,,
2.02E+14,2020,7,7/23/2020,79,PATROL BORO BKLYN NORTH,KINGS,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-JEWISH,Religion/Religious Practice,,,
2.02E+14,2020,7,7/23/2020,79,PATROL BORO BKLYN NORTH,KINGS,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,ANTI-JEWISH,Religion/Religious Practice,,,
2.02E+14,2020,2,2/12/2020,83,PATROL BORO BKLYN NORTH,KINGS,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-JEWISH,Religion/Religious Practice,,,
2.02E+14,2020,8,8/4/2020,84,PATROL BORO BKLYN NORTH,KINGS,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,,,
2.02E+14,2020,1,1/9/2020,88,PATROL BORO BKLYN NORTH,KINGS,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF 4TH, GRAFFIT",ANTI-JEWISH,Religion/Religious Practice,,,
2.02E+14,2020,1,1/13/2020,88,PATROL BORO BKLYN NORTH,KINGS,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,ANTI-BLACK,Race/Color,,,
2.02E+14,2020,1,1/15/2020,88,PATROL BORO BKLYN NORTH,KINGS,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-BLACK,Race/Color,,,
2.02E+14,2020,2,2/7/2020,88,PATROL BORO BKLYN NORTH,KINGS,FELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-WHITE,Race/Color,,,
2.02E+14,2020,2,2/12/2020,88,PATROL BORO BKLYN NORTH,KINGS,FELONY,CRIMINAL MISCHIEF & RELATED OF,CRIMINAL MIS 2 & 3,ANTI-JEWISH,Religion/Religious Practice,,,
2.02E+14,2020,4,4/21/2020,88,PATROL BORO BKLYN NORTH,KINGS,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-OTHER ETHNICITY,Ethnicity/National Origin/Ancestry,,,
2.02E+14,2020,7,7/23/2020,90,PATROL BORO BKLYN NORTH,KINGS,FELONY,GRAND LARCENY,"LARCENY,GRAND FROM PERSON,UNCL",ANTI-JEWISH,Religion/Religious Practice,,,
2.02E+14,2020,12,1/2/2020,94,PATROL BORO BKLYN NORTH,KINGS,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,,,
2.02E+14,2020,9,9/16/2020,94,PATROL BORO BKLYN NORTH,KINGS,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,ANTI-JEWISH,Religion/Religious Practice,,,
2.02E+14,2020,3,3/12/2020,100,PATROL BORO QUEENS SOUTH,QUEENS,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF 4TH, GRAFFIT",ANTI-OTHER ETHNICITY,Ethnicity/National Origin/Ancestry,,,
2.02E+14,2020,5,5/8/2020,100,PATROL BORO QUEENS SOUTH,QUEENS,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF 4TH, GRAFFIT",ANTI-BLACK,Race/Color,,,
2.02E+14,2020,1,1/19/2020,101,PATROL BORO QUEENS SOUTH,QUEENS,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,,,
2.02E+14,2020,7,7/14/2020,101,PATROL BORO QUEENS SOUTH,QUEENS,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF 4TH, GRAFFIT",ANTI-JEWISH,Religion/Religious Practice,,,
2.02E+14,2020,3,3/5/2020,106,PATROL BORO QUEENS SOUTH,QUEENS,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"MISCHIEF, CRIMINAL 4, BY FIRE",ANTI-HINDU,Religion/Religious Practice,,,
2.02E+14,2020,1,1/13/2020,107,PATROL BORO QUEENS SOUTH,QUEENS,FELONY,CRIMINAL MISCHIEF & RELATED OF,CRIMINAL MIS 2 & 3,ANTI-JEWISH,Religion/Religious Practice,,,
2.02E+14,2020,1,1/31/2020,107,PATROL BORO QUEENS SOUTH,QUEENS,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,,,
2.02E+14,2020,2,2/1/2020,107,PATROL BORO QUEENS SOUTH,QUEENS,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF 4TH, GRAFFIT",ANTI-JEWISH,Religion/Religious Practice,,,
2.02E+14,2020,2,2/6/2020,107,PATROL BORO QUEENS SOUTH,QUEENS,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,ANTI-JEWISH,Religion/Religious Practice,,,
2.02E+14,2020,3,3/9/2020,107,PATROL BORO QUEENS SOUTH,QUEENS,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,,,
2.02E+14,2020,9,9/10/2020,107,PATROL BORO QUEENS SOUTH,QUEENS,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,,,
2.02E+14,2020,9,9/10/2020,107,PATROL BORO QUEENS SOUTH,QUEENS,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,,,
2.02E+14,2020,6,6/4/2020,109,PATROL BORO QUEENS NORTH,QUEENS,FELONY,MISCELLANEOUS PENAL LAW,MAKING TERRORISTIC THREAT,ANTI-BLACK,Race/Color,,,
2.02E+14,2020,9,9/28/2020,109,PATROL BORO QUEENS NORTH,QUEENS,FELONY,ROBBERY,"ROBBERY,OPEN AREA UNCLASSIFIED",ANTI-OTHER ETHNICITY,Ethnicity/National Origin/Ancestry,,,
2.02E+14,2020,3,3/8/2020,110,PATROL BORO QUEENS NORTH,QUEENS,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF 4TH, GRAFFIT",ANTI-BLACK,Race/Color,,,
2.02E+14,2020,5,5/16/2020,110,PATROL BORO QUEENS NORTH,QUEENS,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF 4TH, GRAFFIT",ANTI-ARAB,Ethnicity/National Origin/Ancestry,,,
2.02E+14,2020,7,7/10/2020,110,PATROL BORO QUEENS NORTH,QUEENS,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF 4TH, GRAFFIT",ANTI-RELIGIOUS PRACTICE GENERALLY,Religion/Religious Practice,,,
2.02E+14,2020,9,9/14/2020,110,PATROL BORO QUEENS NORTH,QUEENS,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-BLACK,Race/Color,,,
2.02E+14,2020,1,1/24/2020,111,PATROL BORO QUEENS NORTH,QUEENS,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF 4TH, GRAFFIT",ANTI-JEWISH,Religion/Religious Practice,,,
2.02E+14,2020,2,2/13/2020,111,PATROL BORO QUEENS NORTH,QUEENS,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,,,
2.02E+14,2020,6,6/14/2020,111,PATROL BORO QUEENS NORTH,QUEENS,VIOLATION,HARRASSMENT 2,"HARASSMENT,SUBD 1,CIVILIAN",ANTI-ASIAN,Race/Color,,,
2.02E+14,2020,7,7/4/2020,112,PATROL BORO QUEENS NORTH,QUEENS,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"MISCHIEF, CRIMINAL 4, OF MOTOR",ANTI-JEWISH,Religion/Religious Practice,,,
2.02E+14,2020,7,7/28/2020,112,PATROL BORO QUEENS NORTH,QUEENS,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,ANTI-BLACK,Race/Color,,,
2.02E+14,2020,1,1/31/2020,113,PATROL BORO QUEENS SOUTH,QUEENS,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-BLACK,Race/Color,,,
2.02E+14,2020,3,3/18/2020,115,PATROL BORO QUEENS NORTH,QUEENS,FELONY,CRIMINAL MISCHIEF & RELATED OF,"MISCHIEF,CRIMINAL,    UNCL 2ND",ANTI-MALE HOMOSEXUAL(GAY),Sexual Orientation,,,
2.02E+14,2020,1,1/7/2020,120,PATROL BORO STATEN ISLAND,RICHMOND,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF 4TH, GRAFFIT",ANTI-BLACK,Race/Color,,,
2.02E+14,2020,1,1/14/2020,120,PATROL BORO STATEN ISLAND,RICHMOND,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",ANTI-JEWISH,Religion/Religious Practice,,,
2.02E+14,2020,3,3/14/2020,120,PATROL BORO STATEN ISLAND,RICHMOND,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-BLACK,Race/Color,,,
2.02E+14,2020,4,4/26/2020,120,PATROL BORO STATEN ISLAND,RICHMOND,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,,,
2.02E+14,2020,1,6/4/2020,120,PATROL BORO STATEN ISLAND,RICHMOND,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,,,
2.02E+14,2020,6,6/9/2020,120,PATROL BORO STATEN ISLAND,RICHMOND,FELONY,ROBBERY,"ROBBERY,OPEN AREA UNCLASSIFIED",ANTI-MALE HOMOSEXUAL(GAY),Sexual Orientation,,,
2.02E+14,2020,8,8/31/2020,120,PATROL BORO STATEN ISLAND,RICHMOND,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",ANTI-BLACK,Race/Color,,,
2.02E+14,2020,9,9/3/2020,120,PATROL BORO STATEN ISLAND,RICHMOND,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF 4TH, GRAFFIT",ANTI-BLACK,Race/Color,,,
2.02E+14,2020,9,9/3/2020,120,PATROL BORO STATEN ISLAND,RICHMOND,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF 4TH, GRAFFIT",ANTI-BLACK,Race/Color,,,
2.02E+14,2020,6,6/23/2020,121,PATROL BORO STATEN ISLAND,RICHMOND,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,,,
2.02E+14,2020,7,7/4/2020,122,PATROL BORO STATEN ISLAND,RICHMOND,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,,,
2.02E+14,2020,6,7/8/2020,122,PATROL BORO STATEN ISLAND,RICHMOND,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-WHITE,Race/Color,,,
2.02E+14,2020,8,8/6/2020,123,PATROL BORO STATEN ISLAND,RICHMOND,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF 4TH, GRAFFIT",ANTI-BLACK,Race/Color,,,
